"lat","lon","max_dhw"
-17.67,-149.97,6.06114285714286
-17.67,-149.96,6.02157142857143
-17.67,-149.95,5.99914285714286
-17.67,-149.94,5.98571428571429
-17.67,-149.93,5.973
-17.67,-149.92,5.957
-17.67,-149.91,5.931
-17.67,-149.9,5.89457142857143
-17.67,-149.89,5.86414285714286
-17.67,-149.88,5.85157142857143
-17.67,-149.87,5.85657142857143
-17.67,-149.86,5.88228571428571
-17.67,-149.85,5.92328571428571
-17.67,-149.84,5.97542857142857
-17.67,-149.83,6.02528571428571
-17.67,-149.82,6.06428571428571
-17.67,-149.81,6.09157142857143
-17.67,-149.8,6.10614285714286
-17.67,-149.79,6.10957142857143
-17.67,-149.78,6.10257142857143
-17.67,-149.77,6.08328571428571
-17.67,-149.76,6.04757142857143
-17.67,-149.75,6.00042857142857
-17.67,-149.74,5.93128571428572
-17.67,-149.73,5.83914285714286
-17.67,-149.72,5.73428571428572
-17.67,-149.71,5.63742857142857
-17.67,-149.7,5.54914285714285
-17.66,-149.97,6.08285714285714
-17.66,-149.96,6.03757142857143
-17.66,-149.95,6.01028571428572
-17.66,-149.94,5.997
-17.66,-149.93,5.986
-17.66,-149.92,5.97285714285714
-17.66,-149.91,5.95142857142857
-17.66,-149.9,5.92185714285714
-17.66,-149.89,5.90357142857143
-17.66,-149.88,5.897
-17.66,-149.87,5.90485714285714
-17.66,-149.86,5.92928571428571
-17.66,-149.85,5.96314285714286
-17.66,-149.84,6.00214285714286
-17.66,-149.83,6.04257142857143
-17.66,-149.82,6.07528571428571
-17.66,-149.81,6.09871428571429
-17.66,-149.8,6.10585714285715
-17.66,-149.79,6.10171428571429
-17.66,-149.78,6.09228571428571
-17.66,-149.77,6.07557142857143
-17.66,-149.76,6.04214285714286
-17.66,-149.75,5.99171428571429
-17.66,-149.74,5.92328571428572
-17.66,-149.73,5.83885714285714
-17.66,-149.72,5.746
-17.66,-149.71,5.65357142857143
-17.66,-149.7,5.56842857142857
-17.65,-149.97,6.10185714285714
-17.65,-149.96,6.04842857142857
-17.65,-149.95,6.017
-17.65,-149.94,6.00514285714286
-17.65,-149.93,5.99214285714286
-17.65,-149.92,5.97371428571429
-17.65,-149.91,5.96042857142857
-17.65,-149.9,5.95871428571429
-17.65,-149.89,5.96157142857143
-17.65,-149.88,5.96471428571429
-17.65,-149.87,5.97542857142857
-17.65,-149.86,5.99857142857143
-17.65,-149.85,6.02942857142857
-17.65,-149.84,6.05842857142857
-17.65,-149.83,6.08428571428571
-17.65,-149.82,6.10514285714286
-17.65,-149.81,6.11614285714286
-17.65,-149.8,6.118
-17.65,-149.79,6.11242857142857
-17.65,-149.78,6.10857142857143
-17.65,-149.77,6.09828571428572
-17.65,-149.76,6.06828571428572
-17.65,-149.75,6.01642857142857
-17.65,-149.74,5.94728571428571
-17.65,-149.73,5.871
-17.65,-149.72,5.78585714285714
-17.65,-149.71,5.701
-17.65,-149.7,5.61642857142857
-17.64,-149.97,6.12685714285714
-17.64,-149.96,6.065
-17.64,-149.95,6.03128571428572
-17.64,-149.94,6.01542857142857
-17.64,-149.93,6.00085714285715
-17.64,-149.92,5.98271428571429
-17.64,-149.91,5.98171428571429
-17.64,-149.9,6.00985714285715
-17.64,-149.89,6.03485714285714
-17.64,-149.88,6.04642857142857
-17.64,-149.87,6.05414285714286
-17.64,-149.86,6.06628571428571
-17.64,-149.85,6.082
-17.64,-149.84,6.098
-17.64,-149.83,6.12914285714286
-17.64,-149.82,6.14757142857143
-17.64,-149.81,6.14871428571429
-17.64,-149.8,6.14428571428572
-17.64,-149.79,6.13942857142857
-17.64,-149.78,6.13414285714286
-17.64,-149.77,6.13871428571429
-17.64,-149.76,6.12028571428571
-17.64,-149.75,6.07242857142857
-17.64,-149.74,5.99871428571429
-17.64,-149.73,5.92185714285714
-17.64,-149.72,5.83971428571429
-17.64,-149.71,5.75314285714286
-17.64,-149.7,5.664
-17.63,-149.97,6.15714285714286
-17.63,-149.96,6.091
-17.63,-149.95,6.05257142857143
-17.63,-149.94,6.031
-17.63,-149.93,6.01428571428571
-17.63,-149.92,6.00814285714285
-17.63,-149.91,6.03214285714286
-17.63,-149.9,6.07142857142857
-17.63,-149.89,6.10842857142857
-17.63,-149.88,6.131
-17.63,-149.87,6.13614285714286
-17.63,-149.86,6.12528571428571
-17.63,-149.85,6.113
-17.63,-149.84,6.12728571428571
-17.63,-149.83,6.16142857142857
-17.63,-149.82,6.17142857142857
-17.63,-149.81,6.16585714285714
-17.63,-149.8,6.16185714285714
-17.63,-149.79,6.16728571428572
-17.63,-149.78,6.16885714285714
-17.63,-149.77,6.16314285714286
-17.63,-149.76,6.15385714285714
-17.63,-149.75,6.11585714285715
-17.63,-149.74,6.04757142857143
-17.63,-149.73,5.96871428571429
-17.63,-149.72,5.88285714285714
-17.63,-149.71,5.78885714285715
-17.63,-149.7,5.69414285714286
-17.62,-149.97,6.19171428571429
-17.62,-149.96,6.12471428571429
-17.62,-149.95,6.07842857142857
-17.62,-149.94,6.04842857142857
-17.62,-149.93,6.03128571428572
-17.62,-149.92,6.04514285714286
-17.62,-149.91,6.07914285714286
-17.62,-149.9,6.12971428571429
-17.62,-149.89,6.17828571428571
-17.62,-149.88,6.20757142857143
-17.62,-149.87,6.20385714285714
-17.62,-149.86,6.17028571428572
-17.62,-149.85,6.13171428571429
-17.62,-149.84,6.13671428571429
-17.62,-149.83,6.15971428571429
-17.62,-149.82,6.15728571428571
-17.62,-149.81,6.14157142857143
-17.62,-149.8,6.138
-17.62,-149.79,6.14628571428571
-17.62,-149.78,6.15628571428571
-17.62,-149.77,6.15557142857143
-17.62,-149.76,6.14257142857143
-17.62,-149.75,6.11614285714286
-17.62,-149.74,6.06485714285714
-17.62,-149.73,5.99128571428572
-17.62,-149.72,5.90028571428572
-17.62,-149.71,5.80128571428572
-17.62,-149.7,5.70014285714286
-17.61,-149.97,6.23228571428572
-17.61,-149.96,6.16257142857143
-17.61,-149.95,6.10885714285714
-17.61,-149.94,6.073
-17.61,-149.93,6.06742857142857
-17.61,-149.92,6.08142857142857
-17.61,-149.91,6.11971428571429
-17.61,-149.9,6.17957142857143
-17.61,-149.89,6.232
-17.61,-149.88,6.25557142857143
-17.61,-149.87,6.24485714285715
-17.61,-149.86,6.19900000000001
-17.61,-149.85,6.146
-17.61,-149.84,6.12685714285715
-17.61,-149.83,6.129
-17.61,-149.82,6.11385714285714
-17.61,-149.81,6.08757142857143
-17.61,-149.8,6.07885714285714
-17.61,-149.79,6.08342857142857
-17.61,-149.78,6.08971428571428
-17.61,-149.77,6.09
-17.61,-149.76,6.07885714285715
-17.61,-149.75,6.07128571428571
-17.61,-149.74,6.03871428571429
-17.61,-149.73,5.97857142857143
-17.61,-149.72,5.89285714285715
-17.61,-149.71,5.79057142857143
-17.61,-149.7,5.69142857142857
-17.6,-149.97,6.26114285714286
-17.6,-149.96,6.19357142857143
-17.6,-149.95,6.14428571428572
-17.6,-149.94,6.11657142857143
-17.6,-149.93,6.10714285714286
-17.6,-149.92,6.11642857142857
-17.6,-149.91,6.15785714285714
-17.6,-149.9,6.22014285714286
-17.6,-149.89,6.26685714285714
-17.6,-149.88,6.27742857142858
-17.6,-149.87,6.25585714285714
-17.6,-149.86,6.20685714285714
-17.6,-149.85,6.15028571428572
-17.6,-149.84,6.10814285714286
-17.6,-149.83,6.09
-17.6,-149.82,6.06514285714286
-17.6,-149.81,6.03528571428572
-17.6,-149.8,6.01371428571429
-17.6,-149.79,6.00485714285714
-17.6,-149.78,6.00257142857143
-17.6,-149.77,6.00228571428572
-17.6,-149.76,6.01371428571429
-17.6,-149.75,6.01671428571428
-17.6,-149.74,5.99971428571429
-17.6,-149.73,5.954
-17.6,-149.72,5.87685714285714
-17.6,-149.71,5.77828571428571
-17.6,-149.7,5.68714285714286
-17.59,-149.97,6.26228571428572
-17.59,-149.96,6.20285714285714
-17.59,-149.95,6.16442857142857
-17.59,-149.94,6.14585714285714
-17.59,-149.93,6.14442857142857
-17.59,-149.92,6.16157142857143
-17.59,-149.91,6.20514285714286
-17.59,-149.9,6.25542857142857
-17.59,-149.89,6.28442857142858
-17.59,-149.88,6.27857142857143
-17.59,-149.87,6.24657142857143
-17.59,-149.86,6.19942857142857
-17.59,-149.85,6.14614285714286
-17.59,-149.84,6.09342857142858
-17.59,-149.83,6.06142857142857
-17.59,-149.82,6.03028571428572
-17.59,-149.81,5.99514285714286
-17.59,-149.8,5.96114285714286
-17.59,-149.79,5.93542857142857
-17.59,-149.78,5.92657142857143
-17.59,-149.77,5.94328571428572
-17.59,-149.76,5.96471428571428
-17.59,-149.75,5.97728571428571
-17.59,-149.74,5.96642857142857
-17.59,-149.73,5.92714285714286
-17.59,-149.72,5.856
-17.59,-149.71,5.77014285714286
-17.59,-149.7,5.69728571428571
-17.58,-149.97,6.26114285714286
-17.58,-149.96,6.20385714285714
-17.58,-149.95,6.17257142857143
-17.58,-149.94,6.16314285714286
-17.58,-149.93,6.171
-17.58,-149.92,6.19771428571429
-17.58,-149.91,6.23728571428571
-17.58,-149.9,6.274
-17.58,-149.89,6.28400000000001
-17.58,-149.88,6.26428571428572
-17.58,-149.87,6.22657142857143
-17.58,-149.86,6.183
-17.58,-149.85,6.136
-17.58,-149.84,6.08657142857143
-17.58,-149.83,6.036
-17.58,-149.82,6
-17.58,-149.81,5.96071428571429
-17.58,-149.8,5.91771428571428
-17.58,-149.79,5.89057142857143
-17.58,-149.78,5.886
-17.58,-149.77,5.89914285714286
-17.58,-149.76,5.92285714285714
-17.58,-149.75,5.93928571428571
-17.58,-149.74,5.93042857142857
-17.58,-149.73,5.893
-17.58,-149.72,5.83485714285714
-17.58,-149.71,5.76942857142857
-17.58,-149.7,5.71985714285714
-17.57,-149.97,6.30328571428571
-17.57,-149.96,6.22942857142857
-17.57,-149.95,6.18942857142857
-17.57,-149.94,6.17571428571429
-17.57,-149.93,6.18314285714286
-17.57,-149.92,6.21128571428571
-17.57,-149.91,6.24214285714286
-17.57,-149.9,6.26485714285714
-17.57,-149.89,6.26657142857143
-17.57,-149.88,6.24328571428572
-17.57,-149.87,6.20871428571429
-17.57,-149.86,6.17
-17.57,-149.85,6.12785714285715
-17.57,-149.84,6.08057142857143
-17.57,-149.83,6.03485714285714
-17.57,-149.82,5.988
-17.57,-149.81,5.94557142857143
-17.57,-149.8,5.90514285714286
-17.57,-149.79,5.874
-17.57,-149.78,5.86
-17.57,-149.77,5.86428571428571
-17.57,-149.76,5.87414285714286
-17.57,-149.75,5.87985714285715
-17.57,-149.74,5.86957142857143
-17.57,-149.73,5.847
-17.57,-149.72,5.81042857142857
-17.57,-149.71,5.77242857142857
-17.57,-149.7,5.75185714285714
-17.56,-149.97,6.38128571428571
-17.56,-149.96,6.285
-17.56,-149.95,6.22257142857143
-17.56,-149.94,6.19214285714286
-17.56,-149.93,6.19028571428572
-17.56,-149.92,6.20585714285714
-17.56,-149.91,6.22757142857143
-17.56,-149.9,6.24057142857143
-17.56,-149.89,6.23942857142857
-17.56,-149.88,6.22371428571429
-17.56,-149.87,6.19642857142857
-17.56,-149.86,6.16242857142857
-17.56,-149.85,6.12028571428572
-17.56,-149.84,6.07842857142857
-17.56,-149.83,6.03385714285715
-17.56,-149.82,5.98728571428571
-17.56,-149.81,5.94185714285714
-17.56,-149.8,5.90228571428572
-17.56,-149.79,5.86928571428571
-17.56,-149.78,5.84542857142857
-17.56,-149.77,5.82971428571429
-17.56,-149.76,5.81742857142857
-17.56,-149.75,5.80542857142857
-17.56,-149.74,5.79714285714286
-17.56,-149.73,5.79057142857143
-17.56,-149.72,5.78242857142857
-17.56,-149.71,5.77657142857143
-17.56,-149.7,5.78914285714286
-17.55,-149.97,6.46828571428571
-17.55,-149.96,6.36171428571429
-17.55,-149.95,6.27871428571428
-17.55,-149.94,6.22471428571429
-17.55,-149.93,6.19814285714286
-17.55,-149.92,6.19571428571428
-17.55,-149.91,6.204
-17.55,-149.9,6.21285714285714
-17.55,-149.89,6.21471428571429
-17.55,-149.88,6.20485714285715
-17.55,-149.87,6.18385714285715
-17.55,-149.86,6.15242857142857
-17.55,-149.85,6.11771428571429
-17.55,-149.84,6.07814285714286
-17.55,-149.83,6.03671428571429
-17.55,-149.82,5.992
-17.55,-149.81,5.94757142857143
-17.55,-149.8,5.907
-17.55,-149.79,5.86785714285714
-17.55,-149.78,5.831
-17.55,-149.77,5.79842857142857
-17.55,-149.76,5.76828571428571
-17.55,-149.75,5.74228571428571
-17.55,-149.74,5.72957142857143
-17.55,-149.73,5.735
-17.55,-149.72,5.753
-17.55,-149.71,5.784
-17.55,-149.7,5.83028571428571
-17.54,-149.97,6.54971428571428
-17.54,-149.96,6.443
-17.54,-149.95,6.34414285714286
-17.54,-149.94,6.26414285714286
-17.54,-149.93,6.21385714285714
-17.54,-149.92,6.18842857142857
-17.54,-149.91,6.18371428571428
-17.54,-149.9,6.19014285714286
-17.54,-149.89,6.19457142857143
-17.54,-149.88,6.18842857142857
-17.54,-149.87,6.17242857142857
-17.54,-149.86,6.15042857142857
-17.54,-149.85,6.11857142857143
-17.54,-149.84,6.08314285714286
-17.54,-149.83,6.04328571428572
-17.54,-149.82,6.00071428571429
-17.54,-149.81,5.95714285714286
-17.54,-149.8,5.913
-17.54,-149.79,5.86842857142857
-17.54,-149.78,5.82314285714286
-17.54,-149.77,5.77685714285714
-17.54,-149.76,5.73142857142857
-17.54,-149.75,5.69614285714286
-17.54,-149.74,5.68042857142857
-17.54,-149.73,5.69157142857143
-17.54,-149.72,5.73042857142857
-17.54,-149.71,5.791
-17.54,-149.7,5.86585714285714
-17.53,-149.97,6.61057142857143
-17.53,-149.96,6.50585714285714
-17.53,-149.95,6.39885714285714
-17.53,-149.94,6.298
-17.53,-149.93,6.22714285714286
-17.53,-149.92,6.19042857142857
-17.53,-149.91,6.17771428571429
-17.53,-149.9,6.17885714285714
-17.53,-149.89,6.18357142857143
-17.53,-149.88,6.182
-17.53,-149.87,6.17185714285714
-17.53,-149.86,6.15157142857143
-17.53,-149.85,6.125
-17.53,-149.84,6.09057142857143
-17.53,-149.83,6.052
-17.53,-149.82,6.01128571428572
-17.53,-149.81,5.967
-17.53,-149.8,5.92185714285714
-17.53,-149.79,5.87271428571428
-17.53,-149.78,5.82071428571428
-17.53,-149.77,5.76857142857143
-17.53,-149.76,5.717
-17.53,-149.75,5.67514285714286
-17.53,-149.74,5.65885714285714
-17.53,-149.73,5.676
-17.53,-149.72,5.72471428571428
-17.53,-149.71,5.79814285714286
-17.53,-149.7,5.88571428571429
-17.52,-149.97,6.65928571428571
-17.52,-149.96,6.55885714285714
-17.52,-149.95,6.44042857142857
-17.52,-149.94,6.32342857142857
-17.52,-149.93,6.24171428571429
-17.52,-149.92,6.20057142857143
-17.52,-149.91,6.18671428571429
-17.52,-149.9,6.18371428571429
-17.52,-149.89,6.18728571428571
-17.52,-149.88,6.18757142857143
-17.52,-149.87,6.18071428571429
-17.52,-149.86,6.16271428571429
-17.52,-149.85,6.13642857142857
-17.52,-149.84,6.10314285714286
-17.52,-149.83,6.06357142857143
-17.52,-149.82,6.02285714285714
-17.52,-149.81,5.97842857142857
-17.52,-149.8,5.93242857142857
-17.52,-149.79,5.88385714285714
-17.52,-149.78,5.83357142857143
-17.52,-149.77,5.78214285714285
-17.52,-149.76,5.72857142857143
-17.52,-149.75,5.68514285714286
-17.52,-149.74,5.673
-17.52,-149.73,5.69585714285714
-17.52,-149.72,5.74571428571428
-17.52,-149.71,5.81357142857143
-17.52,-149.7,5.89971428571429
-17.51,-149.97,6.69957142857143
-17.51,-149.96,6.60114285714286
-17.51,-149.95,6.48342857142857
-17.51,-149.94,6.36214285714286
-17.51,-149.93,6.27514285714286
-17.51,-149.92,6.22985714285714
-17.51,-149.91,6.20842857142857
-17.51,-149.9,6.19885714285715
-17.51,-149.89,6.19814285714286
-17.51,-149.88,6.20228571428572
-17.51,-149.87,6.199
-17.51,-149.86,6.183
-17.51,-149.85,6.155
-17.51,-149.84,6.12028571428572
-17.51,-149.83,6.08257142857143
-17.51,-149.82,6.04085714285714
-17.51,-149.81,5.99685714285714
-17.51,-149.8,5.95142857142857
-17.51,-149.79,5.90357142857143
-17.51,-149.78,5.85557142857143
-17.51,-149.77,5.81114285714286
-17.51,-149.76,5.765
-17.51,-149.75,5.72985714285714
-17.51,-149.74,5.72571428571429
-17.51,-149.73,5.75685714285715
-17.51,-149.72,5.80628571428571
-17.51,-149.71,5.86628571428571
-17.51,-149.7,5.94471428571429
-17.5,-149.97,6.72857142857143
-17.5,-149.96,6.63785714285714
-17.5,-149.95,6.52757142857143
-17.5,-149.94,6.41257142857143
-17.5,-149.93,6.32228571428571
-17.5,-149.92,6.26471428571429
-17.5,-149.91,6.233
-17.5,-149.9,6.22014285714286
-17.5,-149.89,6.22071428571428
-17.5,-149.88,6.22928571428572
-17.5,-149.87,6.22857142857143
-17.5,-149.86,6.21142857142857
-17.5,-149.85,6.18142857142858
-17.5,-149.84,6.14814285714286
-17.5,-149.83,6.10757142857143
-17.5,-149.82,6.06571428571429
-17.5,-149.81,6.02185714285714
-17.5,-149.8,5.97857142857143
-17.5,-149.79,5.93442857142858
-17.5,-149.78,5.893
-17.5,-149.77,5.85457142857143
-17.5,-149.76,5.82257142857143
-17.5,-149.75,5.80657142857143
-17.5,-149.74,5.81614285714286
-17.5,-149.73,5.85285714285714
-17.5,-149.72,5.906
-17.5,-149.71,5.96757142857143
-17.5,-149.7,6.04071428571429
-17.49,-149.97,6.73828571428571
-17.49,-149.96,6.65871428571429
-17.49,-149.95,6.56457142857143
-17.49,-149.94,6.46328571428571
-17.49,-149.93,6.37028571428572
-17.49,-149.92,6.29785714285714
-17.49,-149.91,6.25428571428571
-17.49,-149.9,6.24028571428571
-17.49,-149.89,6.24842857142857
-17.49,-149.88,6.26471428571429
-17.49,-149.87,6.26914285714286
-17.49,-149.86,6.249
-17.49,-149.85,6.21728571428572
-17.49,-149.84,6.178
-17.49,-149.83,6.136
-17.49,-149.82,6.09342857142857
-17.49,-149.81,6.05271428571429
-17.49,-149.8,6.01285714285715
-17.49,-149.79,5.97471428571429
-17.49,-149.78,5.94171428571429
-17.49,-149.77,5.915
-17.49,-149.76,5.899
-17.49,-149.75,5.89914285714285
-17.49,-149.74,5.92385714285714
-17.49,-149.73,5.97028571428571
-17.49,-149.72,6.02957142857143
-17.49,-149.71,6.09414285714285
-17.49,-149.7,6.16128571428571
-17.48,-149.97,6.72385714285714
-17.48,-149.96,6.65942857142857
-17.48,-149.95,6.58528571428571
-17.48,-149.94,6.49971428571428
-17.48,-149.93,6.40642857142857
-17.48,-149.92,6.32342857142857
-17.48,-149.91,6.27257142857143
-17.48,-149.9,6.26157142857143
-17.48,-149.89,6.28185714285714
-17.48,-149.88,6.31
-17.48,-149.87,6.31971428571429
-17.48,-149.86,6.29871428571429
-17.48,-149.85,6.25842857142857
-17.48,-149.84,6.211
-17.48,-149.83,6.16428571428572
-17.48,-149.82,6.12128571428572
-17.48,-149.81,6.08514285714286
-17.48,-149.8,6.05071428571429
-17.48,-149.79,6.01942857142857
-17.48,-149.78,5.99885714285714
-17.48,-149.77,5.98928571428571
-17.48,-149.76,5.98928571428572
-17.48,-149.75,5.99957142857143
-17.48,-149.74,6.03685714285714
-17.48,-149.73,6.096
-17.48,-149.72,6.162
-17.48,-149.71,6.22685714285714
-17.48,-149.7,6.28557142857143
-17.47,-149.97,6.697
-17.47,-149.96,6.64814285714286
-17.47,-149.95,6.59042857142857
-17.47,-149.94,6.51785714285715
-17.47,-149.93,6.43171428571429
-17.47,-149.92,6.34828571428571
-17.47,-149.91,6.29928571428571
-17.47,-149.9,6.30014285714285
-17.47,-149.89,6.33057142857143
-17.47,-149.88,6.36957142857143
-17.47,-149.87,6.37971428571429
-17.47,-149.86,6.353
-17.47,-149.85,6.30385714285714
-17.47,-149.84,6.24971428571429
-17.47,-149.83,6.19785714285714
-17.47,-149.82,6.15428571428571
-17.47,-149.81,6.124
-17.47,-149.8,6.09957142857143
-17.47,-149.79,6.08128571428571
-17.47,-149.78,6.07828571428571
-17.47,-149.77,6.08742857142857
-17.47,-149.76,6.10157142857143
-17.47,-149.75,6.12114285714286
-17.47,-149.74,6.16457142857143
-17.47,-149.73,6.23328571428572
-17.47,-149.72,6.30414285714286
-17.47,-149.71,6.36414285714286
-17.47,-149.7,6.41628571428571
-17.46,-149.97,6.67685714285714
-17.46,-149.96,6.63471428571428
-17.46,-149.95,6.58314285714286
-17.46,-149.94,6.52157142857143
-17.46,-149.93,6.44914285714286
-17.46,-149.92,6.38228571428572
-17.46,-149.91,6.35514285714285
-17.46,-149.9,6.36557142857143
-17.46,-149.89,6.40057142857143
-17.46,-149.88,6.43457142857143
-17.46,-149.87,6.43771428571429
-17.46,-149.86,6.403
-17.46,-149.85,6.349
-17.46,-149.84,6.29614285714286
-17.46,-149.83,6.24657142857143
-17.46,-149.82,6.20328571428572
-17.46,-149.81,6.17457142857143
-17.46,-149.8,6.16914285714286
-17.46,-149.79,6.179
-17.46,-149.78,6.19428571428571
-17.46,-149.77,6.213
-17.46,-149.76,6.235
-17.46,-149.75,6.26671428571429
-17.46,-149.74,6.31714285714286
-17.46,-149.73,6.38714285714286
-17.46,-149.72,6.45842857142857
-17.46,-149.71,6.51428571428571
-17.46,-149.7,6.55614285714286
-17.45,-149.97,6.67642857142857
-17.45,-149.96,6.62885714285714
-17.45,-149.95,6.57471428571428
-17.45,-149.94,6.51728571428572
-17.45,-149.93,6.46442857142857
-17.45,-149.92,6.433
-17.45,-149.91,6.42357142857143
-17.45,-149.9,6.43885714285714
-17.45,-149.89,6.47271428571429
-17.45,-149.88,6.499
-17.45,-149.87,6.49328571428571
-17.45,-149.86,6.457
-17.45,-149.85,6.407
-17.45,-149.84,6.36342857142857
-17.45,-149.83,6.32442857142858
-17.45,-149.82,6.28628571428572
-17.45,-149.81,6.26685714285714
-17.45,-149.8,6.28042857142858
-17.45,-149.79,6.31028571428571
-17.45,-149.78,6.33642857142857
-17.45,-149.77,6.36028571428572
-17.45,-149.76,6.38971428571429
-17.45,-149.75,6.43214285714286
-17.45,-149.74,6.48428571428571
-17.45,-149.73,6.54814285714286
-17.45,-149.72,6.61114285714286
-17.45,-149.71,6.663
-17.45,-149.7,6.69714285714286
-17.44,-149.97,6.704
-17.44,-149.96,6.646
-17.44,-149.95,6.58214285714286
-17.44,-149.94,6.52871428571429
-17.44,-149.93,6.49242857142857
-17.44,-149.92,6.472
-17.44,-149.91,6.473
-17.44,-149.9,6.49742857142857
-17.44,-149.89,6.52885714285715
-17.44,-149.88,6.55142857142857
-17.44,-149.87,6.55042857142857
-17.44,-149.86,6.52714285714286
-17.44,-149.85,6.49042857142857
-17.44,-149.84,6.45771428571429
-17.44,-149.83,6.43342857142857
-17.44,-149.82,6.41928571428572
-17.44,-149.81,6.41942857142857
-17.44,-149.8,6.44014285714286
-17.44,-149.79,6.47128571428571
-17.44,-149.78,6.49771428571429
-17.44,-149.77,6.52885714285714
-17.44,-149.76,6.56785714285714
-17.44,-149.75,6.61328571428571
-17.44,-149.74,6.661
-17.44,-149.73,6.70185714285714
-17.44,-149.72,6.74714285714286
-17.44,-149.71,6.79257142857143
-17.44,-149.7,6.825
-17.43,-149.97,6.73614285714286
-17.43,-149.96,6.67571428571429
-17.43,-149.95,6.61728571428572
-17.43,-149.94,6.562
-17.43,-149.93,6.519
-17.43,-149.92,6.49757142857143
-17.43,-149.91,6.50285714285714
-17.43,-149.9,6.53157142857143
-17.43,-149.89,6.56714285714286
-17.43,-149.88,6.59857142857143
-17.43,-149.87,6.61185714285715
-17.43,-149.86,6.61342857142857
-17.43,-149.85,6.59785714285714
-17.43,-149.84,6.583
-17.43,-149.83,6.576
-17.43,-149.82,6.58557142857143
-17.43,-149.81,6.60442857142857
-17.43,-149.8,6.62771428571428
-17.43,-149.79,6.65114285714286
-17.43,-149.78,6.67414285714286
-17.43,-149.77,6.71
-17.43,-149.76,6.75257142857143
-17.43,-149.75,6.79842857142857
-17.43,-149.74,6.82985714285714
-17.43,-149.73,6.84314285714286
-17.43,-149.72,6.86385714285714
-17.43,-149.71,6.89814285714286
-17.43,-149.7,6.92785714285715
-17.42,-149.97,6.73928571428571
-17.42,-149.96,6.688
-17.42,-149.95,6.63285714285714
-17.42,-149.94,6.581
-17.42,-149.93,6.53885714285714
-17.42,-149.92,6.515
-17.42,-149.91,6.52085714285714
-17.42,-149.9,6.55557142857143
-17.42,-149.89,6.605
-17.42,-149.88,6.653
-17.42,-149.87,6.687
-17.42,-149.86,6.70742857142857
-17.42,-149.85,6.71314285714286
-17.42,-149.84,6.715
-17.42,-149.83,6.72842857142857
-17.42,-149.82,6.76257142857143
-17.42,-149.81,6.79714285714286
-17.42,-149.8,6.81257142857143
-17.42,-149.79,6.82685714285715
-17.42,-149.78,6.85128571428572
-17.42,-149.77,6.88528571428571
-17.42,-149.76,6.92742857142857
-17.42,-149.75,6.96685714285715
-17.42,-149.74,6.98314285714286
-17.42,-149.73,6.97600000000001
-17.42,-149.72,6.97071428571429
-17.42,-149.71,6.98285714285715
-17.42,-149.7,7
-17.41,-149.97,6.71942857142857
-17.41,-149.96,6.66742857142858
-17.41,-149.95,6.62271428571429
-17.41,-149.94,6.58471428571429
-17.41,-149.93,6.54928571428571
-17.41,-149.92,6.52642857142858
-17.41,-149.91,6.53642857142857
-17.41,-149.9,6.58128571428572
-17.41,-149.89,6.647
-17.41,-149.88,6.71614285714286
-17.41,-149.87,6.76971428571428
-17.41,-149.86,6.80471428571429
-17.41,-149.85,6.82642857142857
-17.41,-149.84,6.84514285714285
-17.41,-149.83,6.87514285714286
-17.41,-149.82,6.917
-17.41,-149.81,6.957
-17.41,-149.8,6.97842857142857
-17.41,-149.79,6.99128571428571
-17.41,-149.78,7.015
-17.41,-149.77,7.04214285714286
-17.41,-149.76,7.074
-17.41,-149.75,7.09871428571428
-17.41,-149.74,7.10485714285714
-17.41,-149.73,7.08814285714286
-17.41,-149.72,7.06428571428572
-17.41,-149.71,7.04571428571429
-17.41,-149.7,7.03857142857143
-17.4,-149.97,6.69957142857143
-17.4,-149.96,6.65371428571429
-17.4,-149.95,6.62014285714286
-17.4,-149.94,6.59442857142857
-17.4,-149.93,6.56757142857143
-17.4,-149.92,6.55
-17.4,-149.91,6.563
-17.4,-149.9,6.61442857142858
-17.4,-149.89,6.69042857142857
-17.4,-149.88,6.77328571428572
-17.4,-149.87,6.84528571428571
-17.4,-149.86,6.89685714285714
-17.4,-149.85,6.93571428571429
-17.4,-149.84,6.968
-17.4,-149.83,7.003
-17.4,-149.82,7.04128571428572
-17.4,-149.81,7.07514285714285
-17.4,-149.8,7.09471428571428
-17.4,-149.79,7.10685714285714
-17.4,-149.78,7.12771428571429
-17.4,-149.77,7.14414285714286
-17.4,-149.76,7.16085714285714
-17.4,-149.75,7.17342857142857
-17.4,-149.74,7.17214285714286
-17.4,-149.73,7.151
-17.4,-149.72,7.11642857142857
-17.4,-149.71,7.07742857142857
-17.4,-149.7,7.05228571428572
